"","r2","r2_95ci","BIC","BIC_95ci","RMSE","RMSE_95ci","CE","CE_95ci","variables"
"1",0.493201423535858,0.0269987759276033,135.605027112418,11.5676953472604,0.362832650840355,0.0407877082016794,0.469221522540509,0.0902996070025685,"S"
"2",0.418008244324288,0.0289977946163869,156.489814252689,13.7048079701844,0.386896093493774,0.0505970177185834,0.399902508881988,0.0933347199379709,"T"
"3",0.459321321528352,0.0287171237117296,145.253220183668,12.8813987025245,0.374005766082449,0.0462851122577115,0.437952877636302,0.0949459882654052,"Omega_shallow"
"4",0.0138586005726269,0.00856209178031351,201.983296574934,8.78086645993007,0.453445578349717,0.0385215246290269,-0.0196540098512559,0.0555155595515456,"pH_shallow"
"5",0.0835241303520204,0.0182143577415245,192.104546445854,8.59149665029824,0.437440420619182,0.0359717937266524,0.0493036687359415,0.0691684668368104,"Omega_deep"
"6",0.0913503358365276,0.0202683735146393,190.923409156974,8.6865003776876,0.43488904924752,0.0362088538960487,0.0574918747561139,0.0746708152120018,"pH_deep"
"7",0.505920769831522,0.0204356318001641,50.6409146649366,7.96152970767689,0.25300605642762,0.0254965189654008,0.676187273533676,0.0603208620926347,"size"
"8",0.505729330582577,0.0259164534596807,136.653356831227,12.380217837957,0.361867705768182,0.0429515450194602,0.474349573264604,0.0884579567183922,"T,S"
"9",0.473720507625124,0.0275008201785372,145.954462688693,12.5867258049297,0.37055503564102,0.0447317699534067,0.446841169177045,0.0923118670451925,"T,Omega_shallow"
"10",0.782788451521294,0.0245363784186117,64.3439706768613,9.91374280237598,0.288616231315076,0.0292574750984831,0.59209041262553,0.10176558910535,"T,pH_shallow*"
"11",0.814061078306274,0.0150408911522034,46.2126687379924,10.5181214877291,0.269545001188293,0.0278891865080497,0.632152509962028,0.0823124606511696,"T,Omega_deep"
"12",0.789859469376952,0.0171807159821275,61.7300580072275,10.4827761563962,0.283794475110095,0.0290264086213148,0.593663188679775,0.0897715086256162,"T,pH_deep*"
"13",0.863461598370947,0.0121173469138214,-24.4359146368356,9.93507021276368,0.2075087919639,0.0242682602071098,0.71897315621322,0.0727822518992999,"T,size"
"14",0.863207641989925,0.0117869208986058,-25.4829983924439,10.4122480965479,0.205066532855415,0.0256972347637765,0.720859048397654,0.0716263134133677,"size,Omega_shallow*"
"15",0.545744609974265,0.0224803455576246,44.0644008360545,8.43350289890665,0.244127240750041,0.0261353875812966,0.698456223541555,0.0625695821491347,"size,pH_shallow"
"16",0.506306033136626,0.0207613784898791,55.0657306462421,8.0387304847628,0.254699008125489,0.0255666367020347,0.673044550927326,0.061985632076541,"size,Omega_deep"
"17",0.521894072850839,0.0207497501713261,51.1636472581592,7.96174855818444,0.251083774258707,0.0248022303605974,0.681792481012883,0.0602639712169283,"size,pH_deep"
"18",0.871260146096454,0.0112347182287308,-26.8123759128178,9.91437369160703,0.204233689003784,0.024386134775513,0.725271274822281,0.0694809494168975,"T,size,pH_surf"
"19",0.872905922215785,0.0110245093531396,-27.7859763341519,9.87640451930569,0.20309152061124,0.0239519441758476,0.729867747980016,0.0674792068775547,"T,size,Omega_deep"
"20",0.871594078260846,0.0113119590111811,-26.6481874938127,9.83835125765965,0.203386313978067,0.0242240052598694,0.72838293689788,0.0687448220836848,"T,size,pH_deep"
